Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A755274,Titan,11/04/2017 02:42:00 PM,11/04/2017 02:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Basset Hound Mix,Brown/White,Titan,11/20/2017 02:28:00 PM,11/20/2017 02:28:00 PM,07/31/2016,Dog,Neutered Male,1 year,Basset Hound Mix,Brown/White,0.0
A746706,Lovelace,04/07/2017 04:07:00 PM,04/07/2017 04:07:00 PM,Wells Branch And Dessau in Pflugerville (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,Tan/White,Lovelace,04/13/2017 06:16:00 PM,04/13/2017 06:16:00 PM,12/07/2016,Dog,Spayed Female,4 months,Labrador Retriever Mix,Tan/White,0.0
A735953,Harley,10/01/2016 05:14:00 PM,10/01/2016 05:14:00 PM,10710 Research Blvd #200 in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Catahoula,White/Brown,Harley,10/04/2016 02:14:00 PM,10/04/2016 02:14:00 PM,10/01/2011,Dog,Neutered Male,5 years,Catahoula,White/Brown,0.0
A763319,,12/07/2017 01:41:00 PM,12/07/2017 01:41:00 PM,Pedernales And East Fifth in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,White/White,,12/12/2017 06:18:00 PM,12/12/2017 06:18:00 PM,12/07/2015,Dog,Spayed Female,2 years,German Shepherd Mix,White/White,0.0
A683094,Granger,07/21/2014 12:26:00 PM,07/21/2014 12:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,Granger,07/23/2014 04:27:00 PM,07/23/2014 04:27:00 PM,07/07/2012,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,0.0
A701494,*Princeton,05/25/2016 11:29:00 AM,05/25/2016 11:29:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Tan/White,*Princeton,08/03/2016 09:43:00 AM,08/03/2016 09:43:00 AM,04/30/2013,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Tan/White,0.0
A703189,Squeaker,05/21/2015 01:51:00 PM,05/21/2015 01:51:00 PM,201 Chicon St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/Orange,Squeaker,01/07/2016 08:18:00 AM,01/07/2016 08:18:00 AM,04/21/2015,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby/Orange,0.0
A725684,,05/01/2016 04:46:00 PM,05/01/2016 04:46:00 PM,10805 Topperwein Dr in Austin (TX),Stray,Nursing,Cat,Unknown,0 years,Domestic Shorthair Mix,Black Tabby,,05/02/2016 12:36:00 PM,05/02/2016 12:36:00 PM,05/01/2016,Cat,Unknown,1 day,Domestic Shorthair Mix,Black Tabby,0.0
A675075,,03/22/2014 04:04:00 PM,03/22/2014 04:04:00 PM,8411 Appaloosa in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Skunk Mix,Black/White,,03/22/2014 04:44:00 PM,03/22/2014 04:44:00 PM,03/22/2013,Other,Unknown,1 year,Skunk Mix,Black/White,1.0
A806498,,12/31/2019 09:52:00 AM,12/31/2019 09:52:00 AM,8525 Shoal Creek Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Siberian Husky,Brown/White,,10/17/2019 04:35:00 PM,10/17/2019 04:35:00 PM,10/11/2017,Dog,Neutered Male,2 years,Siberian Husky,Brown/White,0.0
A685404,Axel,08/06/2014 09:13:00 PM,08/06/2014 09:13:00 PM,5712 Meadow Crest in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black,Axel,08/20/2014 05:48:00 PM,08/20/2014 05:48:00 PM,08/06/2012,Dog,Intact Male,2 years,Pit Bull Mix,Black,0.0
A730812,*Anisette,07/11/2016 09:17:00 AM,07/11/2016 09:17:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,*Anisette,09/11/2016 01:47:00 PM,09/11/2016 01:47:00 PM,03/27/2016,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,0.0
A715684,,11/08/2015 11:27:00 AM,11/08/2015 11:27:00 AM,501 E 32Nd in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie/White,,11/12/2015 07:17:00 PM,11/12/2015 07:17:00 PM,11/08/2013,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie/White,1.0
A751040,*Nicholson,06/03/2017 02:26:00 PM,06/03/2017 02:26:00 PM,103 Florence Drive in Austin (TX),Stray,Injured,Dog,Intact Male,4 months,Jack Russell Terrier Mix,White/Brown,*Nicholson,06/10/2017 05:24:00 PM,06/10/2017 05:24:00 PM,01/03/2017,Dog,Neutered Male,5 months,Jack Russell Terrier Mix,White/Brown,0.0
A664737,Jack,10/08/2013 02:33:00 PM,10/08/2013 02:33:00 PM,8103 Nottaway Cv in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Red/White,Jack,12/24/2013 12:58:00 PM,12/24/2013 12:58:00 PM,10/08/2010,Dog,Neutered Male,3 years,Pit Bull Mix,Red/White,0.0
A789671,*Rory,02/25/2019 03:26:00 PM,02/25/2019 03:26:00 PM,North Lamar Boulevard And Applegate Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Queensland Heeler Mix,Red Tick/White,*Rory,03/05/2019 02:54:00 PM,03/05/2019 02:54:00 PM,02/25/2018,Dog,Neutered Male,1 year,Queensland Heeler Mix,Red Tick/White,0.0
A800129,Maize,08/04/2019 11:56:00 AM,08/04/2019 11:56:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,German Shepherd/Siberian Husky,Brown/Black,Maize,08/04/2019 05:19:00 PM,08/04/2019 05:19:00 PM,07/16/2018,Dog,Spayed Female,1 year,German Shepherd/Siberian Husky,Brown/Black,0.0
A717130,Linda,12/02/2015 04:31:00 PM,12/02/2015 04:31:00 PM,2509 Emmett Parkway in Travis (TX),Stray,Normal,Dog,Intact Female,11 months,Australian Shepherd Mix,White/Brown Merle,Linda,12/03/2015 12:19:00 PM,12/03/2015 12:19:00 PM,12/03/2014,Dog,Intact Female,1 year,Australian Shepherd Mix,White/Brown Merle,0.0
A778107,Tucker,08/18/2018 06:15:00 PM,08/18/2018 06:15:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Dachshund Mix,Tan,Tucker,09/02/2018 04:15:00 PM,09/02/2018 04:15:00 PM,08/08/2009,Dog,Neutered Male,9 years,Dachshund Mix,Tan,0.0
A745340,,03/16/2017 12:12:00 PM,03/16/2017 12:12:00 PM,2200 W 35Th in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat Mix,Brown,,03/16/2017 12:24:00 PM,03/16/2017 12:24:00 PM,03/16/2015,Other,Unknown,2 years,Bat Mix,Brown,1.0
A760654,Sister,10/22/2017 11:29:00 AM,10/22/2017 11:29:00 AM,1700 Teri Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Plott Hound Mix,Black/Brown,Sister,10/22/2017 12:15:00 PM,10/22/2017 12:15:00 PM,10/22/2014,Dog,Spayed Female,3 years,Plott Hound Mix,Black/Brown,0.0
A809849,Zazzles,12/02/2019 03:55:00 PM,12/02/2019 03:55:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Calico,Zazzles,12/18/2019 05:40:00 PM,12/18/2019 05:40:00 PM,08/02/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Calico,0.0
A684497,,07/24/2014 03:42:00 PM,07/24/2014 03:42:00 PM,4803 S. 183 in Travis (TX),Stray,Sick,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,,07/28/2014 06:08:00 PM,07/28/2014 06:08:00 PM,04/24/2014,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A734061,,08/31/2016 06:43:00 PM,08/31/2016 06:43:00 PM,4924 Craigwood And Fm 969 in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,,09/08/2016 11:39:00 AM,09/08/2016 11:39:00 AM,08/09/2016,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,0.0
A758077,,09/11/2017 11:11:00 AM,09/11/2017 11:11:00 AM,2315 Town Lake Cir in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,,09/15/2017 08:34:00 AM,09/15/2017 08:34:00 AM,08/11/2017,Cat,Intact Female,5 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A726489,,05/11/2016 01:25:00 PM,05/11/2016 01:25:00 PM,St Johns Ave And Duval in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Brown/Tan,,05/15/2016 12:55:00 PM,05/15/2016 12:55:00 PM,07/11/2015,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Brown/Tan,0.0
A770334,,04/18/2018 11:55:00 AM,04/18/2018 11:55:00 AM,1654 E 3Rd in Austin (TX),Stray,Sick,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White,,04/21/2018 01:31:00 PM,04/21/2018 01:31:00 PM,04/18/2013,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black/White,1.0
A797709,Bandit,06/17/2019 08:03:00 AM,06/17/2019 08:03:00 AM,24Th And San Antonio in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,Bandit,06/23/2019 05:50:00 PM,06/23/2019 05:50:00 PM,05/02/2019,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,0.0
A709373,Mojo,08/08/2015 11:20:00 AM,08/08/2015 11:20:00 AM,Austin (TX),Euthanasia Request,Sick,Dog,Intact Male,4 years,Pit Bull Mix,Black/White,Mojo,08/08/2015 12:04:00 PM,08/08/2015 12:04:00 PM,08/08/2011,Dog,Intact Male,4 years,Pit Bull Mix,Black/White,1.0
A791838,Junior,04/01/2019 03:56:00 PM,04/01/2019 03:56:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan,Junior,04/04/2019 04:59:00 PM,04/04/2019 04:59:00 PM,05/27/2018,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan,0.0
A687758,Tallulah,11/06/2014 05:18:00 PM,11/06/2014 05:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,Tallulah,11/09/2014 06:04:00 PM,11/09/2014 06:04:00 PM,09/09/2011,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle,0.0
A703850,,05/29/2015 03:34:00 PM,05/29/2015 03:34:00 PM,8909 Briardale Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 days,American Bulldog Mix,White/Black,,05/31/2015 02:54:00 PM,05/31/2015 02:54:00 PM,05/26/2015,Dog,Intact Male,5 days,American Bulldog Mix,White/Black,0.0
A796521,,06/02/2019 02:47:00 PM,06/02/2019 02:47:00 PM,4914 Canella in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Sable,,06/06/2019 05:23:00 PM,06/06/2019 05:23:00 PM,04/02/2019,Dog,Neutered Male,2 months,German Shepherd,Sable,0.0
A734861,,09/14/2016 12:19:00 PM,09/14/2016 12:19:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Cream Tabby/White,,09/23/2016 07:28:00 PM,09/23/2016 07:28:00 PM,08/14/2016,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Cream Tabby/White,0.0
A756262,Paddington,08/16/2017 04:14:00 PM,08/16/2017 04:14:00 PM,1200 Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pomeranian Mix,Tan,Paddington,08/20/2017 03:30:00 PM,08/20/2017 03:30:00 PM,08/16/2016,Dog,Intact Male,1 year,Pomeranian Mix,Tan,0.0
A754975,Princess,07/27/2017 06:42:00 PM,07/27/2017 06:42:00 PM,Travis (TX),Public Assist,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,White/Brown,Princess,08/06/2017 01:01:00 PM,08/06/2017 01:01:00 PM,07/27/2014,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,White/Brown,0.0
A804789,Brandy,09/19/2019 11:34:00 AM,09/19/2019 11:34:00 AM,1200 E Rundberg Lane in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Border Collie Mix,Black/White,Brandy,09/23/2019 05:29:00 PM,09/23/2019 05:29:00 PM,11/19/2018,Dog,Spayed Female,10 months,Border Collie Mix,Black/White,0.0
A713178,Nugget,10/03/2015 01:48:00 PM,10/03/2015 01:48:00 PM,Union Lee Church Rd And Blake Manor Rd in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Boxer Mix,Red,Nugget,10/11/2015 06:12:00 PM,10/11/2015 06:12:00 PM,10/03/2013,Dog,Spayed Female,2 years,Boxer Mix,Red,0.0
A736464,Salem,10/11/2016 09:42:00 AM,10/11/2016 09:42:00 AM,Austin (TX),Owner Surrender,Aged,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White,Salem,10/24/2016 06:00:00 PM,10/24/2016 06:00:00 PM,10/11/2004,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White,0.0
A771066,,04/30/2018 07:28:00 AM,04/30/2018 07:28:00 AM,4512 Lareina Dr in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/Black,,05/05/2018 07:21:00 PM,05/05/2018 07:21:00 PM,04/30/2017,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/Black,0.0
A761433,Rhino,11/04/2017 03:41:00 PM,11/04/2017 03:41:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,Rhino,11/04/2018 02:36:00 PM,11/04/2018 02:36:00 PM,11/04/2015,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White,0.0
A773613,Kit Kat,06/03/2018 02:30:00 PM,06/03/2018 02:30:00 PM,6011 Pino Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,Kit Kat,06/08/2018 06:11:00 PM,06/08/2018 06:11:00 PM,04/18/2018,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,0.0
A668752,Toby,12/08/2013 04:54:00 PM,12/08/2013 04:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Cairn Terrier Mix,Tan,Toby,12/10/2013 04:35:00 PM,12/10/2013 04:35:00 PM,12/08/2007,Dog,Neutered Male,6 years,Cairn Terrier Mix,Tan,0.0
A293138,,04/20/2017 05:20:00 PM,04/20/2017 05:20:00 PM,3304 Webberville Rd in Austin (TX),Stray,Injured,Cat,Spayed Female,15 years,Domestic Shorthair,Blue Cream/Tortie,,04/26/2017 12:54:00 PM,04/26/2017 12:54:00 PM,04/09/2002,Cat,Spayed Female,15 years,Domestic Shorthair,Blue Cream/Tortie,0.0
A745771,Duew Drop,03/23/2017 04:15:00 PM,03/23/2017 04:15:00 PM,1416 Poppy Seed Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Basset Hound Mix,Tricolor,Duew Drop,03/23/2017 05:04:00 PM,03/23/2017 05:04:00 PM,03/23/2010,Dog,Spayed Female,7 years,Basset Hound Mix,Tricolor,0.0
A757055,,08/29/2017 01:15:00 PM,08/29/2017 01:15:00 PM,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,,08/29/2017 12:00:00 AM,08/29/2017 12:00:00 AM,08/14/2017,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,0.0
A777374,Fiona,07/27/2018 06:20:00 PM,07/27/2018 06:20:00 PM,13689 N Hwy 183 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,4 years,Scottish Terrier Mix,Black,Fiona,08/07/2018 11:24:00 AM,08/07/2018 11:24:00 AM,07/27/2014,Dog,Spayed Female,4 years,Scottish Terrier Mix,Black,0.0
A694973,Rascal,01/07/2015 11:12:00 AM,01/07/2015 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Cairn Terrier Mix,Tan,Rascal,01/12/2015 03:52:00 PM,01/12/2015 03:52:00 PM,01/07/2010,Dog,Neutered Male,5 years,Cairn Terrier Mix,Tan,0.0
A740798,*Frosty,12/23/2016 11:15:00 AM,12/23/2016 11:15:00 AM,14811 Fm 1100 in Travis (TX),Stray,Injured,Dog,Intact Female,9 months,Great Pyrenees Mix,White,*Frosty,01/03/2017 06:33:00 PM,01/03/2017 06:33:00 PM,02/23/2016,Dog,Spayed Female,10 months,Great Pyrenees Mix,White,0.0
A668190,*Anatoly,11/29/2013 12:55:00 PM,11/29/2013 12:55:00 PM,2616 Howell Wood Way in Austin (TX),Stray,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,*Anatoly,01/19/2014 04:06:00 PM,01/19/2014 04:06:00 PM,11/29/2008,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue,0.0
A804806,,09/19/2019 12:47:00 PM,09/19/2019 12:47:00 PM,3012 Guerrero Drive in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair,White,,09/19/2019 03:31:00 PM,09/19/2019 03:31:00 PM,09/15/2019,Cat,Unknown,4 days,Domestic Shorthair,White,0.0
A799921,*Stinky,07/13/2019 06:02:00 PM,07/13/2019 06:02:00 PM,1401 Lorraine Loop in Austin (TX),Stray,Injured,Cat,Intact Female,2 months,Domestic Shorthair,Blue,*Stinky,08/24/2019 04:40:00 PM,08/24/2019 04:40:00 PM,04/24/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Blue,0.0
A734310,Audi,09/04/2016 01:24:00 PM,09/04/2016 01:24:00 PM,9118 Sedgemoor Trl in Austin (TX),Stray,Normal,Dog,Neutered Male,7 months,Boston Terrier,Black/White,Audi,09/04/2016 02:35:00 PM,09/04/2016 02:35:00 PM,02/04/2016,Dog,Neutered Male,7 months,Boston Terrier,Black/White,0.0
A683077,*Juan,07/06/2014 04:41:00 PM,07/06/2014 04:41:00 PM,1604 Red Fox in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White,*Juan,07/11/2014 03:35:00 PM,07/11/2014 03:35:00 PM,04/21/2014,Cat,Intact Male,2 months,Domestic Shorthair Mix,White,0.0
A790172,,03/05/2019 09:25:00 PM,03/05/2019 09:25:00 PM,11616 Gemmer in Travis (TX),Stray,Injured,Bird,Unknown,1 year,Chicken Mix,White/Red,,03/07/2019 12:00:00 AM,03/07/2019 12:00:00 AM,03/05/2018,Bird,Unknown,1 year,Chicken Mix,White/Red,1.0
A803849,*Patch,09/07/2019 12:20:00 PM,09/07/2019 12:20:00 PM,Ih 35 And Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Dalmatian,White,*Patch,09/14/2019 01:29:00 PM,09/14/2019 01:29:00 PM,07/07/2019,Dog,Neutered Male,2 months,Dalmatian,White,0.0
A743500,*Queenie,02/11/2017 02:43:00 PM,02/11/2017 02:43:00 PM,8912 Lone Tree Dr in Manor (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue/White,*Queenie,02/26/2017 06:52:00 PM,02/26/2017 06:52:00 PM,02/11/2015,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue/White,0.0
A704137,Moosey,06/01/2015 06:30:00 PM,06/01/2015 06:30:00 PM,11505 Plow Horse Cv in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Maine Coon Mix,Brown Tabby,Moosey,06/27/2015 07:04:00 PM,06/27/2015 07:04:00 PM,04/20/2015,Cat,Neutered Male,2 months,Maine Coon Mix,Brown Tabby,0.0
A685084,*Hazel,08/02/2014 08:38:00 AM,08/02/2014 08:38:00 AM,1633 Royal Crest Dr 78741 in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Boxer Mix,Black/White,*Hazel,08/21/2014 06:31:00 PM,08/21/2014 06:31:00 PM,05/29/2014,Dog,Spayed Female,2 months,Boxer Mix,Black/White,0.0
A804329,,09/13/2019 12:32:00 PM,09/13/2019 12:32:00 PM,7609 Longview Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Black/White,,09/13/2019 04:39:00 PM,09/13/2019 04:39:00 PM,08/29/2019,Cat,Intact Female,2 weeks,Domestic Shorthair,Black/White,0.0
A682019,,06/23/2014 11:38:00 AM,06/23/2014 11:38:00 AM,5204 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby,,06/23/2014 03:40:00 PM,06/23/2014 03:40:00 PM,05/23/2014,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby,0.0
A737235,*Arlis,10/24/2016 11:56:00 AM,10/24/2016 11:56:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue,*Arlis,10/30/2016 07:01:00 PM,10/30/2016 07:01:00 PM,08/24/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,0.0
A682941,Capitan,05/19/2015 04:49:00 PM,05/19/2015 04:49:00 PM,1126 Omega in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Tan/White,Capitan,05/22/2015 06:27:00 PM,05/22/2015 06:27:00 PM,05/20/2012,Dog,Neutered Male,3 years,Boxer,Tan/White,0.0
A721845,Pup,05/18/2016 12:02:00 PM,05/18/2016 12:02:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown,Pup,05/26/2016 09:09:00 AM,05/26/2016 09:09:00 AM,01/04/2015,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown,0.0
A710014,Nico,08/20/2015 03:05:00 PM,08/20/2015 03:05:00 PM,King Albert St And Sirocco Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Cane Corso,Brown Brindle,Nico,08/20/2015 05:13:00 PM,08/20/2015 05:13:00 PM,08/17/2011,Dog,Neutered Male,4 years,Cane Corso,Brown Brindle,0.0
A676984,*Barney,04/17/2014 05:12:00 PM,04/17/2014 05:12:00 PM,W 34Th And Mills in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Longhair Mix,Black/White,*Barney,05/05/2014 12:31:00 PM,05/05/2014 12:31:00 PM,04/17/2012,Cat,Neutered Male,2 years,Domestic Longhair Mix,Black/White,0.0
A794085,,05/03/2019 04:28:00 PM,05/03/2019 04:28:00 PM,701 Woodward Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,,05/03/2019 05:21:00 PM,05/03/2019 05:21:00 PM,04/18/2019,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A615508,Zeus,12/15/2014 10:47:00 AM,12/15/2014 10:47:00 AM,6607 N Ih 35 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,American Bulldog Mix,White/Brown Brindle,Zeus,12/27/2014 03:22:00 PM,12/27/2014 03:22:00 PM,12/07/2010,Dog,Neutered Male,4 years,American Bulldog Mix,White/Brown Brindle,0.0
A726772,Gizmo,05/14/2016 01:29:00 PM,05/14/2016 01:29:00 PM,810 Slaughter Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,11 months,Labrador Retriever Mix,Tricolor,Gizmo,05/20/2016 01:06:00 PM,05/20/2016 01:06:00 PM,06/05/2015,Dog,Neutered Male,11 months,Labrador Retriever Mix,Tricolor,0.0
A804032,*Puff,12/01/2019 03:30:00 PM,12/01/2019 03:30:00 PM,Austin (TX),Owner Surrender,Medical,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,*Puff,11/05/2019 07:59:00 AM,11/05/2019 07:59:00 AM,08/09/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,0.0
A691169,,10/30/2014 05:48:00 PM,10/30/2014 05:48:00 PM,7201 S. Congress Ave. in Austin (TX),Stray,Normal,Cat,Intact Female,9 months,Domestic Longhair Mix,Brown Tabby/White,,10/31/2014 09:00:00 AM,10/31/2014 09:00:00 AM,12/30/2013,Cat,Intact Female,10 months,Domestic Longhair Mix,Brown Tabby/White,0.0
A777067,,07/23/2018 08:34:00 AM,07/23/2018 08:34:00 AM,Turnersville And Parmer in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Standard Poodle Mix,Chocolate,,07/27/2018 04:06:00 PM,07/27/2018 04:06:00 PM,07/23/2017,Dog,Neutered Male,1 year,Standard Poodle Mix,Chocolate,0.0
A790182,*Xena,03/06/2019 09:57:00 AM,03/06/2019 09:57:00 AM,1407 Atterbury Ln in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Pointer Mix,Tan/White,*Xena,03/24/2019 01:54:00 PM,03/24/2019 01:54:00 PM,07/18/2018,Dog,Spayed Female,8 months,Pointer Mix,Tan/White,0.0
A729712,*Doug,06/22/2016 04:38:00 PM,06/22/2016 04:38:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Queensland Heeler Mix,White/Blue Tick,*Doug,06/27/2016 12:00:00 AM,06/27/2016 12:00:00 AM,06/22/2015,Dog,Intact Male,1 year,Queensland Heeler Mix,White/Blue Tick,0.0
A727773,Einstein,05/25/2016 05:11:00 PM,05/25/2016 05:11:00 PM,Austin (TX),Euthanasia Request,Sick,Dog,Neutered Male,10 years,Miniature Poodle Mix,White,Einstein,05/26/2016 10:21:00 AM,05/26/2016 10:21:00 AM,05/25/2006,Dog,Neutered Male,10 years,Miniature Poodle Mix,White,1.0
A703506,Nala,12/31/2015 03:44:00 PM,12/31/2015 03:44:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle,Nala,12/20/2015 04:56:00 PM,12/20/2015 04:56:00 PM,07/25/2014,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle,0.0
A703369,*Parry,05/23/2015 04:13:00 PM,05/23/2015 04:13:00 PM,E 51St And Springdale Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,*Parry,07/14/2015 12:22:00 PM,07/14/2015 12:22:00 PM,04/26/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A750061,,05/23/2017 12:11:00 PM,05/23/2017 12:11:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,1 year,Chinchilla Mix,Black/Silver,,05/23/2017 02:06:00 PM,05/23/2017 02:06:00 PM,05/23/2016,Other,Unknown,1 year,Chinchilla Mix,Black/Silver,0.0
A681543,,06/18/2014 11:41:00 AM,06/18/2014 11:41:00 AM,8803 Georgian Dr in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,,06/18/2014 12:49:00 PM,06/18/2014 12:49:00 PM,05/18/2014,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
